SampleID,FGA,TPO,D1S1609,D2S441,D8S1108,D21S2052,D18S51,Population
JAM_2,"16.2,15.0",NA,NA,NA,NA,NA,"14.2,14.0",Jamaican
JAM_3,"18.0,18.0",NA,NA,NA,NA,NA,"14.0,15.2",Jamaican
JAM_4,"16.0,15.0",NA,NA,NA,NA,NA,"14.0,14.0",Jamaican
JAM_5,"16.1,16.0",NA,NA,NA,NA,NA,"14.0,14.0",Jamaican
JAM_6,"18.0,16.0",NA,NA,NA,NA,NA,"13.2,13.2",Jamaican
JAM_7,"16.2,18.0",NA,NA,NA,NA,NA,"15.0,14.2",Jamaican
JAM_8,"16.1,16.1",NA,NA,NA,NA,NA,"14.2,14.2",Jamaican
JAM_9,"16.0,16.1",NA,NA,NA,NA,NA,"13.2,14.2",Jamaican
JAM_10,"16.0,15.0",NA,NA,NA,NA,NA,"13.2,14.0",Jamaican
SAL_1,"17.2,18.2",NA,NA,NA,NA,NA,"13.0,11.0",Salvadoran
SAL_2,"15.0,17.2",NA,NA,NA,NA,NA,"11.0,13.0",Salvadoran
SAL_3,"16.2,15.0",NA,NA,NA,NA,NA,"13.2,12.0",Salvadoran
SAL_4,"16.0,18.2",NA,NA,NA,NA,NA,"13.2,13.2",Salvadoran
SAL_5,"18.2,18.2",NA,NA,NA,NA,NA,"13.0,13.0",Salvadoran
SAL_6,"18.0,15.0",NA,NA,NA,NA,NA,"13.2,13.0",Salvadoran
SAL_7,"18.0,17.0",NA,NA,NA,NA,NA,"13.0,12.0",Salvadoran
SAL_8,"18.0,16.0",NA,NA,NA,NA,NA,"13.0,14.0",Salvadoran
SAL_9,"19.0,16.0",NA,NA,NA,NA,NA,"12.2,11.2",Salvadoran
SAL_10,"14.3,20.0",NA,NA,NA,NA,NA,"13.2,14.2",Salvadoran
TRI_1,"14.3,14.3",NA,NA,NA,NA,NA,"14.0,13.0",Trinidadian
TRI_2,"16.0,19.0",NA,NA,NA,NA,NA,"13.0,12.2",Trinidadian
TRI_3,"14.0,16.1",NA,NA,NA,NA,NA,"13.0,14.2",Trinidadian
TRI_4,"14.0,16.1",NA,NA,NA,NA,NA,"10.0,14.2",Trinidadian
TRI_5,"14.0,14.3",NA,NA,NA,NA,NA,"13.0,13.0",Trinidadian
TRI_6,"16.1,14.0",NA,NA,NA,NA,NA,"15.0,10.2",Trinidadian
TRI_7,"16.1,15.0",NA,NA,NA,NA,NA,"11.0,12.2",Trinidadian
TRI_8,"14.0,16.0",NA,NA,NA,NA,NA,"10.2,12.0",Trinidadian
TRI_9,"16.2,17.0",NA,NA,NA,NA,NA,"14.0,11.0",Trinidadian
TRI_10,"16.2,16.0",NA,NA,NA,NA,NA,"12.2,13.0",Trinidadian
AFR_1,"15.0,15.0",NA,NA,NA,NA,NA,"13.2,13.0",Afro-Ecuadorian
AFR_2,"16.1,19.2",NA,NA,NA,NA,NA,"15.2,13.0",Afro-Ecuadorian
AFR_3,"18.2,18.0",NA,NA,NA,NA,NA,"12.2,11.0",Afro-Ecuadorian
AFR_4,"16.1,19.2",NA,NA,NA,NA,NA,"11.0,14.2",Afro-Ecuadorian
AFR_5,"19.2,16.0",NA,NA,NA,NA,NA,"16.0,14.0",Afro-Ecuadorian
AFR_6,"16.2,16.2",NA,NA,NA,NA,NA,"12.0,12.0",Afro-Ecuadorian
AFR_7,"18.2,13.0",NA,NA,NA,NA,NA,"12.2,14.0",Afro-Ecuadorian
AFR_8,"18.2,16.2",NA,NA,NA,NA,NA,"11.2,14.2",Afro-Ecuadorian
AFR_9,"18.2,14.0",NA,NA,NA,NA,NA,"13.0,14.2",Afro-Ecuadorian
AFR_10,"19.0,18.0",NA,NA,NA,NA,NA,"13.0,13.0",Afro-Ecuadorian
ARG_1,"17.0,14.0",NA,NA,NA,NA,NA,"11.0,10.2",Argentine
ARG_2,"17.0,16.1",NA,NA,NA,NA,NA,"11.0,11.0",Argentine
ARG_3,"14.3,18.0",NA,NA,NA,NA,NA,"13.0,10.0",Argentine
ARG_4,"13.0,15.0",NA,NA,NA,NA,NA,"12.0,11.2",Argentine
ARG_5,"18.2,16.1",NA,NA,NA,NA,NA,"11.2,12.0",Argentine
ARG_6,"16.0,17.0",NA,NA,NA,NA,NA,"11.2,10.0",Argentine
ARG_7,"17.0,18.0",NA,NA,NA,NA,NA,"11.0,12.0",Argentine
ARG_8,"14.3,14.0",NA,NA,NA,NA,NA,"12.2,12.2",Argentine
ARG_9,"15.0,15.0",NA,NA,NA,NA,NA,"12.2,13.0",Argentine
ARG_10,"16.1,16.1",NA,NA,NA,NA,NA,"10.0,13.2",Argentine
BRA_1,"20.2,17.0",NA,NA,NA,NA,NA,"16.2,14.2",Brazilian
BRA_2,"14.3,14.3",NA,NA,NA,NA,NA,"15.2,13.2",Brazilian
BRA_3,"17.2,19.2",NA,NA,NA,NA,NA,"14.0,13.0",Brazilian
BRA_4,"18.0,18.0",NA,NA,NA,NA,NA,"10.0,12.2",Brazilian
BRA_5,"18.0,17.2",NA,NA,NA,NA,NA,"13.2,13.2",Brazilian
BRA_6,"16.0,16.1",NA,NA,NA,NA,NA,"14.0,13.0",Brazilian
BRA_7,"16.2,16.0",NA,NA,NA,NA,NA,"15.0,14.0",Brazilian
BRA_8,"13.0,17.0",NA,NA,NA,NA,NA,"12.0,12.2",Brazilian
BRA_9,"15.0,18.2",NA,NA,NA,NA,NA,"10.0,13.0",Brazilian
BRA_10,"16.0,17.0",NA,NA,NA,NA,NA,"11.2,14.0",Brazilian
CHI_1,"17.2,17.0",NA,NA,NA,NA,NA,"10.0,11.0",Chilean
CHI_2,"10.0,16.2",NA,NA,NA,NA,NA,"11.2,11.0",Chilean
CHI_3,"16.1,10.0",NA,NA,NA,NA,NA,"12.2,11.2",Chilean
CHI_4,"19.0,16.2",NA,NA,NA,NA,NA,"11.0,10.2",Chilean
CHI_5,"16.1,17.2",NA,NA,NA,NA,NA,"10.0,12.2",Chilean
CHI_6,"14.0,17.2",NA,NA,NA,NA,NA,"11.0,12.2",Chilean
CHI_7,"15.0,14.3",NA,NA,NA,NA,NA,"10.0,10.0",Chilean
CHI_8,"16.1,13.0",NA,NA,NA,NA,NA,"13.0,12.0",Chilean
CHI_9,"18.2,17.0",NA,NA,NA,NA,NA,"11.2,10.0",Chilean
CHI_10,"13.0,16.2",NA,NA,NA,NA,NA,"13.2,11.0",Chilean
COL_1,"14.3,14.3",NA,NA,NA,NA,NA,"11.0,15.2",Colombian
COL_2,"16.2,16.2",NA,NA,NA,NA,NA,"11.2,14.0",Colombian
COL_3,"15.0,18.0",NA,NA,NA,NA,NA,"10.2,16.2",Colombian
COL_4,"18.0,18.2",NA,NA,NA,NA,NA,"13.0,11.2",Colombian
COL_5,"15.0,16.2",NA,NA,NA,NA,NA,"13.0,12.0",Colombian
COL_6,"18.2,15.0",NA,NA,NA,NA,NA,"12.0,13.0",Colombian
COL_7,"15.0,16.2",NA,NA,NA,NA,NA,"13.0,14.0",Colombian
COL_8,"17.0,17.2",NA,NA,NA,NA,NA,"11.0,11.2",Colombian
COL_9,"16.2,17.2",NA,NA,NA,NA,NA,"12.2,15.2",Colombian
COL_10,"18.0,17.0",NA,NA,NA,NA,NA,"11.2,14.2",Colombian
QUE_1,"17.2,17.2",NA,NA,NA,NA,NA,"13.2,12.2",Quechua
QUE_2,"14.0,16.1",NA,NA,NA,NA,NA,"11.2,11.0",Quechua
QUE_3,"13.0,17.0",NA,NA,NA,NA,NA,"14.0,12.0",Quechua
QUE_4,"17.2,17.0",NA,NA,NA,NA,NA,"11.0,12.0",Quechua
QUE_5,"17.0,17.0",NA,NA,NA,NA,NA,"12.0,11.0",Quechua
QUE_6,"17.0,16.1",NA,NA,NA,NA,NA,"11.2,14.0",Quechua
QUE_7,"16.0,17.2",NA,NA,NA,NA,NA,"10.2,11.0",Quechua
QUE_8,"17.0,13.0",NA,NA,NA,NA,NA,"11.0,12.2",Quechua
QUE_9,"16.0,17.2",NA,NA,NA,NA,NA,"11.0,10.2",Quechua
QUE_10,"13.0,17.0",NA,NA,NA,NA,NA,"10.0,10.2",Quechua
VEN_1,"18.2,14.0",NA,NA,NA,NA,NA,"13.0,11.2",Venezuelan
VEN_2,"14.0,16.0",NA,NA,NA,NA,NA,"15.0,13.0",Venezuelan
VEN_3,"18.0,17.2",NA,NA,NA,NA,NA,"14.0,15.2",Venezuelan
VEN_4,"16.0,18.2",NA,NA,NA,NA,NA,"11.2,14.0",Venezuelan
VEN_5,"16.0,13.0",NA,NA,NA,NA,NA,"13.0,15.2",Venezuelan
VEN_6,"14.3,14.3",NA,NA,NA,NA,NA,"10.0,11.0",Venezuelan
VEN_7,"19.0,19.0",NA,NA,NA,NA,NA,"11.2,15.2",Venezuelan
VEN_8,"17.0,18.0",NA,NA,NA,NA,NA,"12.2,16.2",Venezuelan
VEN_9,"18.2,16.0",NA,NA,NA,NA,NA,"13.0,14.2",Venezuelan
VEN_10,"18.0,14.0",NA,NA,NA,NA,NA,"11.0,14.2",Venezuelan
BAN_1,NA,"121.0,113.0","196.0,184.0","127.0,135.0","268.0,256.0","145.0,129.0",NA,Bantu speakers
BAN_2,NA,"125.0,117.0","184.0,180.0","135.0,131.0","252.0,264.0","133.0,125.0",NA,Bantu speakers
BAN_3,NA,"125.0,117.0","162.0,176.0","127.0,131.0","264.0,264.0","125.0,125.0",NA,Bantu speakers
BAN_4,NA,"117.0,121.0","172.0,162.0","134.0,131.0","264.0,244.0","125.0,125.0",NA,Bantu speakers
BAN_5,NA,"121.0,117.0","184.0,188.0","135.0,135.0","260.0,264.0","125.0,129.0",NA,Bantu speakers
BAN_6,NA,"113.0,113.0","188.0,184.0","127.0,135.0","264.0,248.0","129.0,145.0",NA,Bantu speakers
BAN_7,NA,"113.0,113.0","180.0,162.0","135.0,127.0","264.0,256.0","100.0,133.0",NA,Bantu speakers
BAN_8,NA,"109.0,117.0","180.0,184.0","127.0,127.0","256.0,252.0","129.0,100.0",NA,Bantu speakers
BAN_9,NA,"125.0,117.0","184.0,180.0","135.0,135.0","264.0,260.0","125.0,125.0",NA,Bantu speakers
BAN_10,NA,"125.0,117.0","180.0,192.0","134.0,127.0","244.0,244.0","137.0,125.0",NA,Bantu speakers
SAN_1,NA,"109.0,117.0","176.0,180.0","127.0,132.0","260.0,252.0","129.0,117.0",NA,San
SAN_2,NA,"117.0,109.0","180.0,176.0","132.0,131.0","260.0,252.0","129.0,125.0",NA,San
SAN_3,NA,"113.0,109.0","180.0,180.0","132.0,132.0","260.0,260.0","133.0,121.0",NA,San
SAN_4,NA,"117.0,117.0","180.0,176.0","131.0,132.0","252.0,244.0","117.0,117.0",NA,San
SAN_5,NA,"109.0,121.0","176.0,176.0","132.0,131.0","252.0,260.0","125.0,137.0",NA,San
SAN_6,NA,"117.0,121.0","176.0,176.0","127.0,132.0","260.0,252.0","100.0,117.0",NA,San
SAN_7,NA,"109.0,121.0","180.0,180.0","127.0,132.0","252.0,244.0","125.0,117.0",NA,San
SAN_8,NA,"117.0,121.0","180.0,162.0","131.0,132.0","252.0,256.0","133.0,121.0",NA,San
SAN_9,NA,"117.0,113.0","180.0,184.0","127.0,132.0","260.0,260.0","121.0,117.0",NA,San
SAN_10,NA,"109.0,113.0","180.0,180.0","127.0,132.0","256.0,260.0","125.0,129.0",NA,San
BIA_1,NA,"121.0,117.0","184.0,172.0","143.0,136.0","248.0,252.0","121.0,133.0",NA,Biaka
BIA_2,NA,"113.0,109.0","188.0,180.0","143.0,136.0","252.0,252.0","121.0,117.0",NA,Biaka
BIA_3,NA,"113.0,121.0","192.0,192.0","136.0,136.0","264.0,252.0","125.0,100.0",NA,Biaka
BIA_4,NA,"109.0,113.0","176.0,184.0","143.0,136.0","248.0,248.0","141.0,129.0",NA,Biaka
BIA_5,NA,"113.0,117.0","180.0,180.0","136.0,136.0","256.0,264.0","121.0,133.0",NA,Biaka
BIA_6,NA,"113.0,121.0","188.0,184.0","136.0,143.0","252.0,260.0","121.0,133.0",NA,Biaka
BIA_7,NA,"117.0,121.0","188.0,184.0","139.0,136.0","252.0,248.0","125.0,121.0",NA,Biaka
BIA_8,NA,"121.0,113.0","196.0,180.0","136.0,146.0","252.0,252.0","121.0,125.0",NA,Biaka
BIA_9,NA,"125.0,117.0","180.0,180.0","134.0,136.0","252.0,252.0","129.0,100.0",NA,Biaka
BIA_10,NA,"113.0,113.0","180.0,192.0","143.0,134.0","252.0,256.0","133.0,133.0",NA,Biaka
MBU_1,NA,"121.0,129.0","162.0,156.0","131.0,134.0","256.0,260.0","129.0,125.0",NA,Mbuti
MBU_2,NA,"117.0,117.0","176.0,162.0","132.0,135.0","260.0,260.0","117.0,129.0",NA,Mbuti
MBU_3,NA,"121.0,121.0","156.0,184.0","135.0,135.0","252.0,244.0","121.0,125.0",NA,Mbuti
MBU_4,NA,"121.0,121.0","156.0,180.0","132.0,136.0","252.0,244.0","125.0,125.0",NA,Mbuti
MBU_5,NA,"121.0,121.0","162.0,188.0","139.0,135.0","256.0,252.0","117.0,121.0",NA,Mbuti
MBU_6,NA,"121.0,121.0","162.0,172.0","132.0,132.0","260.0,252.0","133.0,125.0",NA,Mbuti
MBU_7,NA,"121.0,121.0","184.0,176.0","135.0,136.0","260.0,252.0","129.0,137.0",NA,Mbuti
MBU_8,NA,"121.0,121.0","172.0,172.0","136.0,127.0","252.0,252.0","125.0,125.0",NA,Mbuti
MBU_9,NA,"109.0,121.0","172.0,162.0","136.0,131.0","252.0,252.0","137.0,121.0",NA,Mbuti
MBU_10,NA,"121.0,121.0","172.0,176.0","139.0,132.0","252.0,252.0","121.0,125.0",NA,Mbuti
YOR_1,NA,"109.0,117.0","184.0,188.0","132.0,132.0","260.0,252.0","141.0,125.0",NA,Yoruba
YOR_2,NA,"109.0,129.0","176.0,180.0","132.0,132.0","260.0,244.0","125.0,137.0",NA,Yoruba
YOR_3,NA,"129.0,117.0","176.0,176.0","132.0,131.0","268.0,252.0","121.0,141.0",NA,Yoruba
YOR_4,NA,"125.0,129.0","176.0,176.0","135.0,132.0","256.0,256.0","121.0,121.0",NA,Yoruba
YOR_5,NA,"129.0,117.0","188.0,176.0","131.0,132.0","248.0,256.0","121.0,125.0",NA,Yoruba
YOR_6,NA,"129.0,117.0","180.0,172.0","131.0,132.0","248.0,244.0","125.0,121.0",NA,Yoruba
YOR_7,NA,"129.0,117.0","180.0,196.0","135.0,139.0","252.0,252.0","100.0,133.0",NA,Yoruba
YOR_8,NA,"109.0,117.0","162.0,188.0","132.0,136.0","268.0,252.0","121.0,137.0",NA,Yoruba
YOR_9,NA,"117.0,117.0","176.0,176.0","135.0,139.0","256.0,260.0","121.0,125.0",NA,Yoruba
YOR_10,NA,"129.0,129.0","184.0,180.0","139.0,132.0","256.0,256.0","125.0,121.0",NA,Yoruba
MAN_1,NA,"117.0,121.0","162.0,162.0","135.0,131.0","252.0,248.0","125.0,133.0",NA,Mandenka
MAN_2,NA,"109.0,129.0","176.0,162.0","136.0,131.0","252.0,248.0","125.0,125.0",NA,Mandenka
MAN_3,NA,"121.0,117.0","172.0,162.0","132.0,136.0","252.0,248.0","137.0,125.0",NA,Mandenka
MAN_4,NA,"109.0,117.0","162.0,196.0","131.0,136.0","252.0,248.0","125.0,125.0",NA,Mandenka
MAN_5,NA,"117.0,117.0","172.0,162.0","132.0,132.0","252.0,252.0","129.0,125.0",NA,Mandenka
MAN_6,NA,"121.0,109.0","162.0,172.0","131.0,136.0","248.0,256.0","137.0,129.0",NA,Mandenka
MAN_7,NA,"117.0,125.0","162.0,162.0","139.0,131.0","248.0,248.0","125.0,145.0",NA,Mandenka
MAN_8,NA,"121.0,117.0","172.0,180.0","131.0,132.0","252.0,248.0","129.0,133.0",NA,Mandenka
MAN_9,NA,"121.0,121.0","176.0,176.0","131.0,139.0","248.0,252.0","125.0,129.0",NA,Mandenka
MAN_10,NA,"121.0,109.0","162.0,176.0","136.0,139.0","248.0,248.0","121.0,141.0",NA,Mandenka
MOZ_1,NA,"109.0,129.0","200.0,172.0","131.0,139.0","256.0,252.0","121.0,129.0",NA,Mozabite
MOZ_2,NA,"121.0,129.0","162.0,172.0","136.0,131.0","252.0,256.0","117.0,125.0",NA,Mozabite
MOZ_3,NA,"117.0,121.0","196.0,180.0","136.0,135.0","256.0,256.0","129.0,141.0",NA,Mozabite
MOZ_4,NA,"117.0,129.0","176.0,176.0","131.0,131.0","248.0,256.0","100.0,125.0",NA,Mozabite
MOZ_5,NA,"121.0,121.0","172.0,176.0","131.0,131.0","256.0,248.0","133.0,125.0",NA,Mozabite
MOZ_6,NA,"117.0,125.0","188.0,180.0","135.0,136.0","252.0,256.0","121.0,125.0",NA,Mozabite
MOZ_7,NA,"117.0,121.0","184.0,172.0","131.0,131.0","256.0,252.0","100.0,129.0",NA,Mozabite
MOZ_8,NA,"117.0,121.0","172.0,180.0","132.0,136.0","256.0,252.0","129.0,129.0",NA,Mozabite
MOZ_9,NA,"129.0,121.0","188.0,172.0","132.0,131.0","256.0,256.0","121.0,121.0",NA,Mozabite
MOZ_10,NA,"129.0,129.0","196.0,172.0","136.0,131.0","256.0,256.0","125.0,125.0",NA,Mozabite
BED_1,NA,"113.0,109.0","176.0,172.0","131.0,139.0","260.0,252.0","129.0,121.0",NA,Bedouin
BED_2,NA,"113.0,117.0","180.0,176.0","136.0,136.0","252.0,256.0","133.0,125.0",NA,Bedouin
BED_3,NA,"113.0,125.0","192.0,176.0","132.0,132.0","260.0,256.0","141.0,141.0",NA,Bedouin
BED_4,NA,"117.0,113.0","172.0,180.0","136.0,136.0","252.0,256.0","121.0,141.0",NA,Bedouin
BED_5,NA,"117.0,113.0","196.0,184.0","131.0,131.0","256.0,256.0","129.0,125.0",NA,Bedouin
BED_6,NA,"113.0,125.0","172.0,188.0","132.0,136.0","260.0,244.0","133.0,121.0",NA,Bedouin
BED_7,NA,"117.0,125.0","180.0,176.0","131.0,132.0","244.0,248.0","129.0,121.0",NA,Bedouin
BED_8,NA,"113.0,117.0","172.0,176.0","136.0,136.0","248.0,260.0","125.0,133.0",NA,Bedouin
BED_9,NA,"113.0,113.0","188.0,172.0","132.0,134.0","248.0,256.0","117.0,133.0",NA,Bedouin
BED_10,NA,"117.0,125.0","184.0,176.0","132.0,136.0","252.0,244.0","117.0,117.0",NA,Bedouin
DRU_1,NA,"109.0,109.0","180.0,172.0","132.0,143.0","252.0,252.0","125.0,125.0",NA,Druze
DRU_2,NA,"109.0,121.0","176.0,172.0","132.0,134.0","256.0,252.0","100.0,137.0",NA,Druze
DRU_3,NA,"121.0,125.0","162.0,162.0","135.0,132.0","260.0,252.0","121.0,133.0",NA,Druze
DRU_4,NA,"109.0,109.0","156.0,162.0","139.0,132.0","252.0,252.0","129.0,141.0",NA,Druze
DRU_5,NA,"109.0,109.0","176.0,172.0","131.0,132.0","248.0,256.0","121.0,125.0",NA,Druze
DRU_6,NA,"125.0,121.0","180.0,176.0","132.0,132.0","256.0,252.0","121.0,129.0",NA,Druze
DRU_7,NA,"109.0,121.0","156.0,156.0","132.0,131.0","252.0,252.0","100.0,133.0",NA,Druze
DRU_8,NA,"109.0,109.0","180.0,176.0","132.0,143.0","248.0,252.0","125.0,129.0",NA,Druze
DRU_9,NA,"109.0,125.0","162.0,176.0","134.0,132.0","256.0,256.0","100.0,121.0",NA,Druze
DRU_10,NA,"121.0,121.0","176.0,176.0","134.0,139.0","252.0,252.0","125.0,133.0",NA,Druze
PAL_1,NA,"109.0,109.0","176.0,180.0","131.0,136.0","252.0,256.0","100.0,129.0",NA,Palestinian
PAL_2,NA,"109.0,125.0","180.0,156.0","134.0,134.0","248.0,248.0","129.0,129.0",NA,Palestinian
PAL_3,NA,"121.0,109.0","176.0,172.0","135.0,136.0","252.0,256.0","129.0,117.0",NA,Palestinian
PAL_4,NA,"109.0,117.0","176.0,176.0","136.0,131.0","260.0,260.0","125.0,133.0",NA,Palestinian
PAL_5,NA,"113.0,109.0","172.0,176.0","131.0,136.0","252.0,260.0","125.0,117.0",NA,Palestinian
PAL_6,NA,"125.0,121.0","184.0,176.0","135.0,136.0","256.0,256.0","137.0,129.0",NA,Palestinian
PAL_7,NA,"109.0,113.0","162.0,176.0","135.0,134.0","252.0,256.0","117.0,133.0",NA,Palestinian
PAL_8,NA,"109.0,121.0","176.0,162.0","131.0,127.0","256.0,248.0","125.0,100.0",NA,Palestinian
PAL_9,NA,"109.0,109.0","176.0,180.0","131.0,127.0","248.0,252.0","133.0,133.0",NA,Palestinian
PAL_10,NA,"109.0,109.0","162.0,176.0","131.0,135.0","252.0,260.0","133.0,133.0",NA,Palestinian
ADY_1,NA,"109.0,125.0","180.0,162.0","135.0,132.0","260.0,248.0","121.0,133.0",NA,Adygei
ADY_2,NA,"109.0,109.0","172.0,162.0","132.0,135.0","260.0,252.0","100.0,129.0",NA,Adygei
ADY_3,NA,"109.0,109.0","172.0,180.0","132.0,134.0","248.0,252.0","129.0,133.0",NA,Adygei
ADY_4,NA,"109.0,117.0","156.0,162.0","135.0,139.0","252.0,248.0","129.0,129.0",NA,Adygei
ADY_5,NA,"109.0,109.0","162.0,176.0","139.0,132.0","248.0,248.0","129.0,129.0",NA,Adygei
ADY_6,NA,"109.0,117.0","180.0,162.0","132.0,136.0","248.0,252.0","129.0,133.0",NA,Adygei
ADY_7,NA,"109.0,109.0","162.0,172.0","132.0,132.0","248.0,248.0","100.0,121.0",NA,Adygei
ADY_8,NA,"109.0,109.0","176.0,172.0","139.0,134.0","244.0,244.0","117.0,129.0",NA,Adygei
ADY_9,NA,"117.0,125.0","180.0,162.0","139.0,139.0","244.0,248.0","133.0,129.0",NA,Adygei
ADY_10,NA,"109.0,109.0","162.0,172.0","132.0,132.0","252.0,256.0","133.0,141.0",NA,Adygei
FRE_1,NA,"113.0,109.0","172.0,162.0","132.0,131.0","264.0,252.0","100.0,129.0",NA,French
FRE_2,NA,"121.0,113.0","176.0,176.0","134.0,132.0","248.0,248.0","137.0,117.0",NA,French
FRE_3,NA,"109.0,109.0","184.0,176.0","132.0,132.0","252.0,260.0","133.0,129.0",NA,French
FRE_4,NA,"109.0,109.0","162.0,188.0","139.0,132.0","252.0,252.0","129.0,100.0",NA,French
FRE_5,NA,"113.0,109.0","176.0,176.0","132.0,131.0","248.0,260.0","129.0,133.0",NA,French
FRE_6,NA,"109.0,109.0","162.0,188.0","139.0,139.0","252.0,256.0","133.0,100.0",NA,French
FRE_7,NA,"109.0,117.0","176.0,176.0","132.0,131.0","252.0,248.0","129.0,129.0",NA,French
FRE_8,NA,"113.0,109.0","162.0,184.0","134.0,131.0","248.0,252.0","125.0,133.0",NA,French
FRE_9,NA,"109.0,121.0","176.0,176.0","134.0,135.0","256.0,252.0","125.0,121.0",NA,French
FRE_10,NA,"121.0,109.0","188.0,188.0","131.0,132.0","248.0,248.0","129.0,129.0",NA,French
ORC_1,NA,"121.0,109.0","172.0,176.0","131.0,131.0","264.0,252.0","129.0,100.0",NA,Orcadian
ORC_2,NA,"109.0,121.0","172.0,156.0","135.0,127.0","252.0,252.0","129.0,129.0",NA,Orcadian
ORC_3,NA,"109.0,121.0","176.0,162.0","135.0,135.0","248.0,248.0","133.0,133.0",NA,Orcadian
ORC_4,NA,"117.0,117.0","162.0,172.0","131.0,127.0","248.0,248.0","137.0,129.0",NA,Orcadian
ORC_5,NA,"121.0,109.0","156.0,172.0","135.0,135.0","248.0,248.0","100.0,129.0",NA,Orcadian
ORC_6,NA,"121.0,109.0","172.0,162.0","131.0,127.0","244.0,248.0","125.0,100.0",NA,Orcadian
ORC_7,NA,"109.0,121.0","162.0,162.0","135.0,131.0","260.0,256.0","137.0,133.0",NA,Orcadian
ORC_8,NA,"109.0,109.0","156.0,176.0","131.0,131.0","248.0,248.0","133.0,100.0",NA,Orcadian
ORC_9,NA,"109.0,121.0","162.0,156.0","131.0,127.0","248.0,244.0","129.0,125.0",NA,Orcadian
ORC_10,NA,"121.0,121.0","172.0,176.0","131.0,131.0","248.0,244.0","121.0,100.0",NA,Orcadian
SAR_1,NA,"117.0,121.0","172.0,176.0","131.0,132.0","252.0,252.0","133.0,133.0",NA,Sardinian
SAR_2,NA,"121.0,109.0","172.0,176.0","131.0,131.0","244.0,260.0","125.0,121.0",NA,Sardinian
SAR_3,NA,"121.0,121.0","162.0,180.0","136.0,127.0","252.0,248.0","141.0,129.0",NA,Sardinian
SAR_4,NA,"121.0,121.0","172.0,180.0","131.0,136.0","252.0,252.0","125.0,137.0",NA,Sardinian
SAR_5,NA,"121.0,121.0","172.0,172.0","127.0,127.0","244.0,252.0","121.0,133.0",NA,Sardinian
SAR_6,NA,"121.0,109.0","176.0,162.0","132.0,127.0","256.0,252.0","133.0,117.0",NA,Sardinian
SAR_7,NA,"121.0,109.0","188.0,176.0","131.0,131.0","248.0,252.0","133.0,129.0",NA,Sardinian
SAR_8,NA,"121.0,109.0","172.0,180.0","131.0,142.0","248.0,260.0","117.0,121.0",NA,Sardinian
SAR_9,NA,"121.0,121.0","180.0,156.0","132.0,127.0","264.0,252.0","100.0,121.0",NA,Sardinian
SAR_10,NA,"109.0,109.0","172.0,156.0","135.0,142.0","244.0,252.0","129.0,141.0",NA,Sardinian
BUR_1,NA,"121.0,121.0","172.0,184.0","131.0,135.0","248.0,244.0","129.0,129.0",NA,Burusho
BUR_2,NA,"109.0,125.0","176.0,176.0","136.0,127.0","248.0,248.0","121.0,125.0",NA,Burusho
BUR_3,NA,"109.0,117.0","188.0,176.0","134.0,131.0","248.0,248.0","100.0,125.0",NA,Burusho
BUR_4,NA,"109.0,121.0","176.0,172.0","136.0,136.0","248.0,248.0","121.0,129.0",NA,Burusho
BUR_5,NA,"109.0,117.0","180.0,188.0","131.0,127.0","248.0,248.0","121.0,121.0",NA,Burusho
BUR_6,NA,"113.0,113.0","180.0,176.0","135.0,131.0","244.0,248.0","121.0,137.0",NA,Burusho
BUR_7,NA,"109.0,121.0","176.0,184.0","131.0,127.0","248.0,248.0","129.0,129.0",NA,Burusho
BUR_8,NA,"121.0,109.0","184.0,188.0","135.0,135.0","248.0,248.0","125.0,125.0",NA,Burusho
BUR_9,NA,"121.0,109.0","180.0,176.0","131.0,131.0","248.0,248.0","129.0,129.0",NA,Burusho
BUR_10,NA,"121.0,121.0","176.0,172.0","131.0,131.0","248.0,248.0","137.0,133.0",NA,Burusho
KAL_1,NA,"113.0,113.0","176.0,176.0","134.0,131.0","248.0,252.0","121.0,100.0",NA,Kalash
KAL_2,NA,"121.0,113.0","176.0,172.0","127.0,134.0","260.0,260.0","125.0,129.0",NA,Kalash
KAL_3,NA,"113.0,109.0","180.0,180.0","134.0,134.0","260.0,248.0","117.0,129.0",NA,Kalash
KAL_4,NA,"109.0,121.0","176.0,162.0","131.0,127.0","260.0,248.0","137.0,129.0",NA,Kalash
KAL_5,NA,"113.0,109.0","172.0,172.0","127.0,127.0","256.0,248.0","117.0,129.0",NA,Kalash
KAL_6,NA,"125.0,121.0","162.0,172.0","131.0,127.0","244.0,248.0","117.0,133.0",NA,Kalash
KAL_7,NA,"113.0,121.0","180.0,172.0","134.0,132.0","248.0,248.0","100.0,117.0",NA,Kalash
KAL_8,NA,"121.0,121.0","162.0,172.0","127.0,132.0","252.0,248.0","133.0,117.0",NA,Kalash
KAL_9,NA,"109.0,109.0","176.0,176.0","127.0,132.0","248.0,252.0","125.0,137.0",NA,Kalash
KAL_10,NA,"121.0,109.0","180.0,162.0","131.0,134.0","244.0,252.0","137.0,129.0",NA,Kalash
PAS_1,NA,"109.0,109.0","162.0,172.0","132.0,136.0","252.0,260.0","125.0,125.0",NA,Pashtun
PAS_2,NA,"109.0,121.0","172.0,176.0","135.0,127.0","252.0,256.0","121.0,129.0",NA,Pashtun
